ID,Politics_Today,Vaccine_Willingness,Financial_Security,Conflict_1,Conflict_2,Conflict_3,Authoritarian_1,Authoritarian_2,Authoritarian_3,Authoritarian_4,YOB,FSA,Age,Gender,Education,Income,Children,Home_Ownership,Region,Rural_FSA
1421,NDP led by Jagmeet Singh,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Curiosity,1983,T5T,35-54,Male,Advanced,"$100,000 - $149,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1422,Undecided/unsure,Not at all willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Creative,Good manners,1951,T1S,55+,Male,HS,"0 - $34,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1423,Undecided/unsure,Not too willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1958,T6R,55+,Male,Bachelors,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1424,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Creative,Good manners,1995,L3R,18-34,Female,Advanced,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
1425,Undecided/unsure,Not at all willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,2001,R0E,18-34,Female,HS,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,Yes
1428,Undecided/unsure,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Obedience,Creative,Curiosity,1996,A1X,18-34,Female,Trades,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
1432,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Good manners,2000,L4C,18-34,Female,HS,"$70,000 - $99,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
1438,NDP led by Jagmeet Singh,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1999,L4B,18-34,Female,Bachelors,"$70,000 - $99,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
1439,NDP led by Jagmeet Singh,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Creative,Good manners,1998,L5V,18-34,Female,Bachelors,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
1442,NDP led by Jagmeet Singh,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1997,K1N,18-34,Female,HS,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Ontario,No
1446,Don’t intend to vote,Very willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Good manners,2001,K9V,18-34,Female,HS,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
1447,Liberal Party led by Justin Trudeau,Not too willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1997,T0M,18-34,Female,HS,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,Prairies,Yes
1450,Undecided/unsure,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Obedience,Creative,Good manners,1998,L5A,18-34,Female,College,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
1452,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Creative,Curiosity,1996,L1T,18-34,Female,Bachelors,"$150,000 - $199,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
1453,Don’t intend to vote,Not at all willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Well-behaved,Good manners,1997,V5C,18-34,Female,Trades,NA,No,Rented (even if no cash rent is paid)?,BC,No
1456,Conservative Party led by Erin O’Toole,Not at all willing,NA,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1996,T2C,18-34,Female,Trades,"$70,000 - $99,999",No,Rented (even if no cash rent is paid)?,Prairies,No
1457,Liberal Party led by Justin Trudeau,Not too willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,2001,M6B,18-34,Female,Trades,"$70,000 - $99,999",No,Rented (even if no cash rent is paid)?,Ontario,No
1458,Don’t intend to vote,Not too willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Curiosity,1999,V2V,18-34,Female,Trades,"$35,000 - $49,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1460,NDP led by Jagmeet Singh,Not at all willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1988,V5H,18-34,Female,College,"$35,000 - $49,999",Yes,Rented (even if no cash rent is paid)?,BC,No
1465,Conservative Party led by Erin O’Toole,Somewhat willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1996,S0H,18-34,Male,College,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,Yes
1466,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,2000,M5A,18-34,Female,HS,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Ontario,No
1467,A different political party,Not at all willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1995,L1K,18-34,Male,HS,NA,No,Rented (even if no cash rent is paid)?,Ontario,No
1468,Undecided/unsure,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1997,T5R,18-34,Female,Bachelors,"$35,000 - $49,999",No,Rented (even if no cash rent is paid)?,Prairies,No
1469,Undecided/unsure,Very willing,NA,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1996,C1C,18-34,Male,Advanced,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Atlantic,No
1470,NDP led by Jagmeet Singh,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Well-behaved,Good manners,2001,T3J,18-34,Female,Bachelors,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Prairies,No
1473,NDP led by Jagmeet Singh,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1998,E2J,18-34,Male,Bachelors,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
1476,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Obedience,Well-behaved,Curiosity,1996,V6B,18-34,Male,HS,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,BC,No
1477,NDP led by Jagmeet Singh,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,2000,V2A,18-34,Female,Bachelors,NA,Yes,Rented (even if no cash rent is paid)?,BC,No
1479,Undecided/unsure,NA,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1996,T0J,18-34,Female,Bachelors,"0 - $34,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,Yes
1482,Green Party led by Annamie Paul,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1940,V4A,55+,Male,Trades,"$50,000 - $69,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1483,Undecided/unsure,Very willing,NA,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1972,V4W,35-54,Male,HS,NA,No,Rented (even if no cash rent is paid)?,BC,No
1485,Conservative Party led by Erin O’Toole,Not too willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Well-behaved,Good manners,1947,V1T,55+,Male,College,"0 - $34,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1487,NDP led by Jagmeet Singh,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1978,A1K,35-54,Male,Bachelors,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
1488,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Creative,Curiosity,1955,T5M,55+,Male,College,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1489,Liberal Party led by Justin Trudeau,Not at all willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1970,E2A,35-54,Male,HS,"0 - $34,999",Yes,Rented (even if no cash rent is paid)?,Atlantic,No
1490,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1955,V3B,55+,Male,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1491,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1954,V9A,55+,Male,Bachelors,"$35,000 - $49,999",No,Rented (even if no cash rent is paid)?,BC,No
1492,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Curiosity,2002,V5R,18-34,Male,HS,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1494,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Good manners,1975,V4K,35-54,Male,College,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1495,NDP led by Jagmeet Singh,Not too willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Creative,Curiosity,1946,B3K,55+,Male,Advanced,"$100,000 - $149,999",Yes,Rented (even if no cash rent is paid)?,Atlantic,No
1496,Conservative Party led by Erin O’Toole,Very willing,NA,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1950,V2R,55+,Male,Bachelors,NA,Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1499,NDP led by Jagmeet Singh,Very willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1955,V6E,55+,Male,HS,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,BC,No
1500,Conservative Party led by Erin O’Toole,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1951,B2W,55+,Male,College,"$50,000 - $69,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
1502,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1993,S7W,18-34,Male,Bachelors,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1503,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Creative,Good manners,1987,V6B,18-34,Female,Advanced,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1504,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1972,T3K,35-54,Male,College,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1505,NDP led by Jagmeet Singh,Somewhat willing,NA,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1986,R3G,18-34,Male,Trades,"$35,000 - $49,999",No,Rented (even if no cash rent is paid)?,Prairies,No
1506,Undecided/unsure,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1948,V2R,55+,Male,Trades,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1507,Conservative Party led by Erin O’Toole,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Obedience,Well-behaved,Good manners,1950,T6R,55+,Male,Bachelors,"$35,000 - $49,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1508,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1950,T4C,55+,Male,HS,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1509,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Obedience,Creative,Curiosity,1954,A0C,55+,Male,College,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,Yes
1510,Undecided/unsure,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1946,E1A,55+,Male,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
1511,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1981,V3C,35-54,Male,Bachelors,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1512,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Curiosity,1953,V1W,55+,Male,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1514,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1966,V6A,35-54,Male,College,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1516,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1954,R8A,55+,Male,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1517,NDP led by Jagmeet Singh,Very willing,NA,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1953,S6H,55+,Male,HS,"0 - $34,999",Yes,Rented (even if no cash rent is paid)?,Prairies,No
1519,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Curiosity,1954,A1E,55+,Male,Advanced,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
1520,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Good manners,1951,V9N,55+,Female,College,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1521,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Good manners,1987,V6B,18-34,Female,Bachelors,NA,Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1522,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1950,V3R,55+,Male,College,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1524,NDP led by Jagmeet Singh,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Well-behaved,Good manners,1942,V6Y,55+,Male,College,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1525,A different political party,NA,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1952,V9G,55+,Male,HS,"$70,000 - $99,999",No,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1526,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1952,V9W,55+,Male,College,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1529,Liberal Party led by Justin Trudeau,NA,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1973,E1C,35-54,Male,Bachelors,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Atlantic,No
1530,Undecided/unsure,Not at all willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1974,V0E,35-54,Male,HS,"0 - $34,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,Yes
1532,Undecided/unsure,Not too willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Well-behaved,Curiosity,1942,V2A,55+,Female,College,"0 - $34,999",Yes,Rented (even if no cash rent is paid)?,BC,No
1533,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Curiosity,1950,A8A,55+,Female,College,"0 - $34,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
1535,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1949,V2N,55+,Male,Bachelors,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1536,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1949,T3K,55+,Male,Bachelors,"$35,000 - $49,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1537,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Good manners,1978,B3M,35-54,Female,Bachelors,"$50,000 - $69,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
1538,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Well-behaved,Good manners,1987,T5H,18-34,Female,College,"$35,000 - $49,999",No,Rented (even if no cash rent is paid)?,Prairies,No
1539,Conservative Party led by Erin O’Toole,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Well-behaved,Curiosity,1981,V5J,35-54,Male,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1540,Conservative Party led by Erin O’Toole,Not at all willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1952,T5T,55+,Female,College,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1541,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1971,T2J,35-54,Male,Advanced,"$200,000 and over",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1542,Don’t intend to vote,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Curiosity,1969,S4X,35-54,Male,Bachelors,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1543,Undecided/unsure,NA,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Good manners,1973,T8R,35-54,Female,Bachelors,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
1544,Don’t intend to vote,Not too willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Creative,Good manners,1988,V5R,18-34,Female,Bachelors,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
1545,Conservative Party led by Erin O’Toole,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1943,V8A,55+,Female,Trades,"$35,000 - $49,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
